0804.40.00;37402;ABACATE KG;040;KG;5,00;19,00;95,00;0,00
2008.20.90;20962;ABACAXI EM CALDA OLE 400G LATA;060;UN;6,62;16,00;105,92;0,00
0804.30.00;28566;ABACAXI UNID;040;UN;5,00;2,00;10,00;0,00
0709.93.00;29825;ABOBORA JAPONESA KG;040;KG;4,00;261,19;1.044,75;0,00
0709.99.90;28615;ABOBRINHA;040;KG;4,00;1,18;4,71;0,00
8205.51.00;47428;ABRIDOR DE COCOS STARHOUSE;060;UN;9,90;16,00;158,40;0,00
7323.99.00;15005;ABRIDOR DE GARRAFA VIEL;000;UN;2,30;11,00;25,30;0,00
8205.51.00;45005;ABRIDOR DE LATA STARHOUSE INOX;060;UN;2,40;6,00;14,40;0,00
7323.99.00;37756;ABRIDOR DE LATA VIEL @;000;UN;2,49;21,00;52,29;0,00
